adakutumira	ok	6-PST2-2S-enviar-APPLIC-IND;6-PST2-17-enviar-APPLIC-IND;3S+1-PST2-15-mentir-APPLIC-IND;ele+PST-PLPRF-2S-enviar-APPLIC-IND;ele+PST-PLPRF-17-enviar-APPLIC-IND;3P+2-PLPRF-15-enviar-APPLIC-IND;3P+2-PST2-2S-enviar-APPLIC-IND;3P+2-PST2-17-enviar-APPLIC-IND;ele+PST-PLPRF-15-mentir-APPLIC-IND;3S+1-PLPRF-2S-enviar-APPLIC-IND;3S+1-PLPRF-17-enviar-APPLIC-IND;3P+2-PST2-15-mentir-APPLIC-IND;6-PST2-15-mentir-APPLIC-IND;6-PLPRF-2S-enviar-APPLIC-IND;6-PLPRF-17-enviar-APPLIC-IND;3S+1-PST2-2S-mentir-APPLIC-IND;3S+1-PST2-17-mentir-APPLIC-IND;3S+1-PLPRF-15-mentir-APPLIC-IND;6-PLPRF-15-mentir-APPLIC-IND;6-PST2-2S-mentir-APPLIC-IND;6-PST2-17-mentir-APPLIC-IND;3P+2-PLPRF-2S-enviar-APPLIC-IND;3P+2-PLPRF-17-enviar-APPLIC-IND;ele+PST-PLPRF-2S-mentir-APPLIC-IND;ele+PST-PLPRF-17-mentir-APPLIC-IND;3P+2-PLPRF-15-mentir-APPLIC-IND;3P+2-PST2-2S-mentir-APPLIC-IND;3P+2-PST2-17-mentir-APPLIC-IND;3S+1-PLPRF-2S-mentir-APPLIC-IND;3S+1-PLPRF-17-mentir-APPLIC-IND;6-PLPRF-2S-mentir-APPLIC-IND;6-PLPRF-17-mentir-APPLIC-IND;3P+2-PLPRF-2S-mentir-APPLIC-IND;3S+1-PST2-15-enviar-APPLIC-IND;3P+2-PLPRF-17-mentir-APPLIC-IND;6-PST2-15-enviar-APPLIC-IND;ele+PST-PLPRF-15-enviar-APPLIC-IND;3P+2-PST2-15-enviar-APPLIC-IND;3S+1-PLPRF-15-enviar-APPLIC-IND;3S+1-PST2-17-enviar-APPLIC-IND;3S+1-PST2-2S-enviar-APPLIC-IND;6-PLPRF-15-enviar-APPLIC-IND
mbakhaena	no-parse	-
adasakhulirwa	no-parse	-
li	no-parse	-
ndakupasani	ok	2P-PLPRF-15-dar-IND-PL;2P-PST2-2S-dar-IND-PL;2P-PST2-17-dar-IND-PL;3-PLPRF-15-dar-IND-PL;3-PST2-2S-dar-IND-PL;3-PST2-17-dar-IND-PL;1S-PASSADO-2S-dar-IND-PL;1S-PASSADO-17-dar-IND-PL;2P-PLPRF-2S-dar-IND-PL;2P-PST2-15-dar-IND-PL;2P-PLPRF-17-dar-IND-PL;3-PLPRF-2S-dar-IND-PL;3-PLPRF-17-dar-IND-PL;3-PST2-15-dar-IND-PL;1S-PASSADO-15-dar-IND-PL
nkumbi	ok	10-cavar-NZR;3-mandada;10-palhota;18-palhota;9-mandada;3-cavar-NZR;1-cavar-NZR;9-palhota;10-mandada;18-mandada;9-cavar-NZR;18-cavar-NZR
ratarato	no-parse	-
tsato	ok	5-jibóia;10-jibóia;9-jibóia;1-jibóia
mbamupiona	no-parse	-
atumi	ok	2-mentir-NZR;2-enviar-NZR
musaisanduza	ok	18-HAB-4+5+9-mudar-IND;2P-HAB-4+5+9-mudar-IND
panga	ok	5-bandido;9-bandido;16-10-espinho;16-9-espinho;16-assocpx-1S;16-espinho;10-bandido
mbanawa	no-parse	-
upfunzisi	ok	14-ensinar-NZR;14-5-ensinar-NZR;14-5-estudar-CAU-NZR;14-estudar-CAU-NZR;14-9-estudar-CAU-NZR;14-1-professor;14-10-ensinar-NZR;14-9-ensinar-NZR;14-professor;14-10-professor;14-9-professor;14-1-estudar-CAU-NZR;14-1-ensinar-NZR;14-10-estudar-CAU-NZR
em	no-parse	-
aansia	no-parse	-
wacita	ok	ele+PST-fazer-IND;3-PASSADO-3S+1-fazer-IND;3-PASSADO-fazer-IND;ele+PST-3S+1-fazer-IND
mban'cemeresa	no-parse	-
asagasira	ok	3P+2-HAB-3S+1-acender-APPLIC-IND;6-HAB-3S+1-acender-APPLIC-IND;6-HAB-acender-APPLIC-IND;3P+2-HAB-acender-APPLIC-IND;3S+1-HAB-3S+1-acender-APPLIC-IND;3S+1-HAB-acender-APPLIC-IND
unakhala	ok	3-NONPST-3S+1-ser-IND;2S-NONPST-3S+1-ser-IND;14-NONPST-3S+1-ser-IND;3-NONPST-ser-IND;14-NONPST-ser-IND;2S-NONPST-ser-IND
ndzimu	no-parse	-
akhonda	ok	ele+PST-3S+1-recusar-IND;ele+PST-recusar-IND
mbaayikha	no-parse	-
akumbizwa	no-parse	-
piposi	ok	8-segunda-feira;8-10-segunda-feira;8-9-segunda-feira
lambane	no-parse	-
idagwa	ok	4+5+9-PLPRF-3S+1-jogar-IND;4+5+9-PLPRF-3S+1-cair-IND;4+5+9-PST2-cair-IND;4+5+9-PLPRF-cair-IND;4+5+9-PLPRF-jogar-IND;4+5+9-PST2-3S+1-jogar-IND;4+5+9-PST2-jogar-IND;4+5+9-PST2-3S+1-cair-IND
